person_id,description
0372,"male, gray t-shirt, khaki cargo shorts, red sneakers, white socks, no visible backpack, no visible glasses, no visible hat"
0373,"female, light blue button-up shirt, dark pants, dark shoes, no visible accessories, no glasses, no hat, no backpack"
0374,"male, short-sleeved shirt, blue, cargo pants, beige, flip-flops, backpack, no glasses, no hat"
0375,"male, white t-shirt, dark gray pants, dark gray sneakers, black backpack, no glasses, no hat"
0376,"female, white long-sleeved shirt, brown overall pants, light-colored flat sandals, backpack with gray and white pattern, long dark hair, no visible glasses or hat"
0377,"male, short-sleeved button-up shirt, light gray, dark blue jeans, white sneakers, no visible accessories, no hat, no glasses, no backpack"
0378,"male, green t-shirt, dark pants, dark shoes, backpack, glasses"
0379,"male, white t-shirt, grey shorts, black sandals, black shoulder bag, plastic bag in hand"
0380,"male, black t-shirt, blue graphic on t-shirt, dark pants, no visible footwear, glasses, no backpack, no hat"
0381,"male, gray t-shirt with red stripe, gray capri pants, white socks, black sneakers, no visible accessories, no hat, no glasses, no backpack"
0382,"male, white t-shirt, dark blue shorts, bright yellow sneakers, black backpack, dark hair, no visible glasses, no visible hat"
0383,"male, white t-shirt, black shorts, sandals, black shoulder bag"
0384,"male, t-shirt, purple and white, shorts, black, flip-flops, no visible accessories, no hat, no glasses"
0385,"female, t-shirt, brown, shorts, sandals, backpack, no glasses, no hat"
0386,"female, short-sleeved t-shirt, blue, capri pants, black, flat sandals, backpack, no glasses, no hat"
0387,"female, sleeveless top, pink and white pattern, shorts, dark blue, barefoot, backpack, light gray, no glasses, no hat"
0388,"male, polo shirt, light green, shorts, black, sneakers, white, no visible accessories, no hat, no glasses, no backpack"
0389,"male, t-shirt, black, sneakers, no backpack, no glasses, no hat"
0390,"female, red dress, white sandals, black backpack, no glasses, no hat"
0391,"female, yellow t-shirt, maroon shorts, white sneakers, green cap, backpack"
0392,"female, white t-shirt, dark blue shorts, dark flip-flops, no visible backpack, no visible glasses, no visible hat"
0393,"male, short-sleeved t-shirt, blue, shorts, brown slip-on shoes, black cap, no visible glasses, no visible backpack, no visible accessories other than cap"
0394,"male, long-sleeved shirt, white, trousers, beige, sneakers, glasses, dark hair, no backpack, no hat"
0395,"female, green plaid shirt, black pants, white sneakers, beige cap, brown shoulder bag"
0396,"female, striped short-sleeve shirt, denim overall dress, brown sandals, no visible backpack, no visible glasses, no visible hat"
0397,"male, black t-shirt, black shorts, black sneakers, black backpack, no visible glasses, no visible hat"
0398,"female, striped short-sleeve shirt, dark blue capri pants, brown sandals, dark hair, no visible backpack, no visible glasses, no visible hat"
0399,"male, short-sleeved checkered shirt, black trousers, dark-colored shoes, glasses, no visible backpack, no visible hat"
0400,"male, white t-shirt, dark trousers, barefoot, no visible accessories, no backpack, no glasses, no hat"
0401,"female, short-sleeved shirt, pink, vest, black, pants, white, shoes, sunglasses, handbag, black"
0402,"female, plaid shirt, green and white, shorts, pink, sandals, hair tied back, no visible accessories"
0403,"boy, short-sleeved shirt, gray and white, dark gray shorts, bright green sneakers, no visible backpack, no visible glasses, no visible hat"
0404,"female, dress, light blue top, white floral skirt, pink cardigan, pink flat shoes, long dark hair, no visible accessories, no backpack, no glasses, no hat"
0405,"male, grey v-neck t-shirt, brown knee-length shorts, dark grey sneakers with neon green accents, dark-rimmed glasses, dark cap worn backward, no visible backpack or other accessories"
0406,"male, short-sleeved t-shirt, grey, shorts, grey, flip-flops, no visible accessories, no hat, no glasses, no backpack"
0407,"female, blue short-sleeved shirt, denim shorts, sandals, red shoulder bag with white polka dots"
0408,"female, white t-shirt, dark blue skirt, white sneakers, black tote bag with white logo, long dark hair, no visible glasses or hat"
0409,"male, white t-shirt, purple short-sleeved shirt, blue jeans, brown shoes, black shoulder bag, no visible glasses, no visible hat"
0410,"female, t-shirt, light gray, capri pants, light gray, white sneakers, backpack, dark gray"
0411,"male, white short-sleeved shirt, dark trousers, white sneakers, no visible backpack, no visible glasses, no visible hat"
0412,"male, short-sleeved shirt, dark vest, dark pants, dark shoes, cap, utility belt, no visible backpack, no visible glasses"
0413,"male, polo shirt, gradient teal to gray, dark gray pants, dark shoes, backpack, carrying a patterned tote bag, no glasses, no hat"
0414,"male, white short-sleeved shirt, black vest, black trousers, white sneakers, red gloves, no backpack, no glasses, no hat"
0415,"male, short-sleeved shirt, dark green vest, dark pants, red shoes, helmet, backpack"
0416,"female, striped polo shirt, green and white stripes, shorts, dark gray, sandals, no visible backpack, no visible glasses, no visible hat"
0417,"female, black short-sleeved top, light green capri pants, gray sneakers, black backpack, dark bandana, silver necklace, white paper bag"
0418,"female, gray t-shirt, black shorts, green shoes, black backpack, no visible glasses, no visible hat"
0419,"male, white t-shirt, black shorts, flip-flops, glasses, no backpack, no hat"
0420,"female, dark brown short-sleeved top, dark blue jeans, white sneakers, large beige shoulder bag, dark brown hair, no glasses, no hat, no backpack"
0421,"male, short-sleeved t-shirt, light green, capri pants, light gray, flip-flops, black, baseball cap, no visible backpack, no visible glasses"
0422,"female, green short-sleeved t-shirt, light gray pants, light brown sneakers, dark hair, no visible backpack, no visible glasses, no visible hat"
0423,"male, white button-up shirt, brown trousers, light-colored casual shoes, no visible backpack, no visible glasses, no visible hat"
0424,"male, dark blue t-shirt, gray shorts, dark sandals, backpack with red, white, and black pattern, no glasses, no hat"
0425,"female, gray short-sleeved t-shirt, black pants, light brown flip-flops, green shoulder bag, no visible glasses, no visible hat, no visible backpack"
0426,"female, red short-sleeved polo shirt, black capri pants, dark brown flat shoes, no visible accessories, no glasses, no hat"
0427,"male, orange short-sleeved t-shirt, dark gray shorts, gray sneakers, no visible accessories, no glasses, no hat, no backpack"
0428,"male, black t-shirt, black shorts, black slip-on shoes, black backpack, glasses"
0429,"male, white t-shirt, blue denim shorts, black sneakers, no visible accessories, no glasses, no hat, no backpack"
0430,"female, t-shirt, shorts, pink, teal, pink sneakers, backpack"
0431,"female, pink short-sleeved shirt, dark pants, white cap, black backpack, yellow ball, no visible footwear, no visible glasses"
0432,"male, black t-shirt with graphic print, black and white checkered shorts, brown sandals, no visible accessories, no glasses, no hat, no backpack"
0433,"female, sleeveless top, light pink, pleated skirt, white, high-heeled sandals, shoulder bag, long dark hair, no glasses, no hat, no backpack"
0434,"male, t-shirt, dark green, shorts, light gray, sandals, glasses, no backpack, no hat"
0435,"male, short-sleeved button-up shirt, light gray, dark trousers, dark shoes, shoulder bag, no glasses, no hat"
0436,"male, gray patterned jacket, white t-shirt, light blue jeans, gray sneakers, red beanie, black crossbody bag"
0437,"male, t-shirt, dark gray, jeans, dark gray, sandals, no visible accessories, no hat, no glasses"
0438,"male, striped polo shirt, yellow and gray stripes, gray pants, white sneakers, glasses"
0439,"male, striped polo shirt, dark blue jeans, dark-colored shoes, no visible backpack, no visible glasses, no visible hat"
0440,"male, gray t-shirt, dark shorts, flip-flops, no visible accessories, no glasses, no hat"
0441,"female, short-sleeved shirt, light blue, shorts, light blue, flip-flops, glasses, hair tied up"
0442,"female, sleeveless dress, beige, white, yellow, flip-flops, no visible accessories"
0443,"male, t-shirt, gray, shorts, black, sneakers, backpack, black"
0444,"female, floral print dress, white base with red and purple flowers, sleeveless, sandals, brown shoulder bag, no backpack, no glasses, no hat"
0445,"male, white t-shirt, black shorts, black sneakers, black backpack, dark hair, no glasses, no visible hat"
0446,"male, green and black striped polo shirt, dark gray jeans, gray sneakers, glasses, no visible backpack or hat"
0447,"female, blue, oversized, short-sleeved, dress, brown, flip-flops, no visible accessories, long dark hair, walking, outdoor, street, bicycle in background"
0448,"male, black t-shirt, black shorts, black sneakers, no visible backpack, no visible glasses, no visible hat"
0449,"female, floral dress, yellow and green pattern, flat sandals, wide-brimmed sun hat, brown shoulder bag"
0450,"male, t-shirt, gray, shorts, gray, sneakers, backpack, dark-colored, no glasses, no hat"
0451,"female, sleeveless dress, green and yellow pattern, barefoot, backpack, black and neon green, no glasses, no hat"
0452,"male, light gray short-sleeved shirt, dark pants, brown slip-on shoes, white shoulder bag, no visible glasses or hat"
0453,"female, short-sleeved t-shirt, dark blue jeans, brown slip-on shoes, light beige crossbody bag, no visible glasses, no visible hat, no visible backpack"
0454,"male, white button-up shirt, dark blue jeans, dark-colored shoes, no visible accessories, no backpack, no glasses, no hat"
0455,"male, t-shirt, gray, shorts, gray, flip-flops, backpack, black"
0456,"male, white short-sleeved shirt, dark gray jeans, dark gray sneakers, glasses, no backpack, no hat"
0457,"female, white tank top, black shorts, brown flip flops, black backpack, pink handbag"
0458,"female, white short-sleeved top, beige skirt, light-colored flat shoes, dark hair, no visible backpack, no visible glasses, no visible hat"
0459,"male, black short-sleeved shirt, yellow pants, barefoot, green bag, no visible glasses, no visible hat, no visible backpack"
0460,"male, green t-shirt, dark blue shorts, brown sandals, black backpack"
0461,"male, white t-shirt, light beige pants, flip-flops, black backpack, no visible glasses, no visible hat"
0462,"male, green t-shirt, light blue denim shorts, brown sandals, black backpack, glasses"
0463,"male, camouflage t-shirt, dark shorts, flip-flops, black backpack, no visible glasses, no visible hat"
0464,"female, red short-sleeved t-shirt, dark gray capri pants, dark brown flat sandals, no visible accessories, no glasses, no hat"
0465,"female, patterned short-sleeve top, blue-green with white, patterned loose-fitting pants, dark grey or black with white geometric design, flat-soled casual shoes, no visible backpack, no visible glasses, no visible hat"
0466,"female, short-sleeved t-shirt, purple, shorts, black, sneakers, red, white tote bag, no backpack, no glasses, no hat"
0467,"male, t-shirt, light gray, shorts, light gray with blue pattern, sneakers, blue, baseball cap, blue"
0468,"female, white t-shirt, denim shorts, beige flats, black shoulder bag, long dark hair, no visible glasses, no visible hat"
0469,"male, gray t-shirt, beige shorts, flip-flops, glasses, shoulder bag"
0470,"male, black short-sleeved polo shirt, blue jeans, brown shoes, black shoulder bag"
0471,"male, black short-sleeved shirt, dark gray pants, light-colored slip-on shoes, black baseball cap, no visible backpack, no visible glasses"
0472,"female, short-sleeved top, polka dot pattern, dark blue or black base with white dots, capri pants, dark gray or purple, flat shoes, white sneakers, glasses, holding a white phone, long dark hair, no backpack, no hat"
0473,"male, short-sleeved shirt, white, black shorts, sandals, backpack, no glasses, no hat"
0474,"female, black short-sleeved top, black wide-leg pants, black flat shoes, brown shoulder bag"
0475,"female, gray t-shirt with white graphic, blue jeans, flip-flops, red tote bag, black shoulder bag, dark hair, no visible glasses, no visible hat"
0476,"male, black t-shirt, gray shorts, black sneakers, white socks, black baseball cap"
0477,"male, teal t-shirt, dark gray shorts, white flip-flops, no visible backpack, no visible glasses, no visible hat"
0478,"female, short-sleeved shirt, light-colored patterned, blue jeans, dark-colored sneakers, black backpack"
0479,"female, black short-sleeved top, blue jeans, white sneakers, gray shoulder bag, no backpack, no glasses, no hat"
0480,"female, white short-sleeved t-shirt, maroon pants, light blue slip-on shoes, white shoulder bag with red stripe, dark hair tied back, no visible glasses or hat"
0481,"female, white t-shirt, dark shorts, sandals, black shoulder bag"
0482,"male, short-sleeved t-shirt, dark brown, shorts, dark brown, flip-flops, backpack, glasses"
0483,"female, black sleeveless top, black long skirt, light-colored sandals, white umbrella"
0484,"male, yellow t-shirt, light gray shorts, brown sandals, black backpack"
0485,"female, black short-sleeved shirt, black capri pants, black flat shoes, white lanyard with ID badge, no backpack, no glasses, no hat"
0486,"female, short-sleeved shirt, red and white checkered skirt, sandals, backpack with black and white pattern, no glasses, no hat"
0487,"female, light green jacket, white top, blue jeans, brown boots, no visible backpack, no visible glasses, no visible hat"
0488,"male, t-shirt, gray, jeans, brown shoes, backpack, no glasses, no hat"
0489,"female, white long-sleeved shirt, brown shorts, white sneakers, red backpack"
0490,"female, light gray long-sleeved top with purple patterned sleeves, black pants, white sneakers, no visible accessories, no glasses, no hat, no backpack"
0491,"female, striped short-sleeved shirt, red shorts, white sneakers, no visible backpack, no visible glasses, no visible hat"
0492,"child, short-sleeved shirt, light-colored shirt, light gray pants, brown sandals, no accessories"
0493,"female, short-sleeved top, beige, capri pants, beige, sandals, no visible accessories"
0494,"male, short-sleeved shirt, gray, shorts, gray, sneakers, backpack, no glasses, no hat"
0495,"male, long-sleeved shirt, teal, jeans, sandals, no visible accessories, no glasses, no hat"
0496,"female, white long-sleeved shirt, black flowing skirt, brown flat shoes, black backpack with white pattern, dark hair in ponytail, no visible glasses or hat"
0497,"male, dark grey t-shirt with white text, light blue jeans, dark brown shoes, red hair, no visible accessories, no glasses, no hat, no backpack"
0498,"female, white short-sleeved shirt, light gray shorts, white frilly skirt, red backpack, glasses, flip-flops"
0499,"male, striped polo shirt, blue and white horizontal stripes, dark shorts, dark sneakers, no visible accessories, no glasses, no hat, no backpack"
0500,"male, white t-shirt, dark gray shorts, flip flops, glasses, no backpack, no hat"
0501,"female, black hoodie, light blue denim shorts, dark brown flat sandals, white tote bag, dark brown flat sandals, white tote bag, dark brown flat sandals, white tote bag, dark brown flat sandals, white tote bag, dark brown flat sandals, white tote bag, dark brown flat sandals, white tote bag, dark brown flat sandals, white tote bag, dark brown flat sandals, white tote bag, dark brown flat sandals, white tote bag, dark brown flat sandals, white tote bag, dark brown flat sandals, white tote bag, dark brown flat sandals, white tote bag, dark brown flat sandals, white tote bag, dark brown flat sandals, white tote bag, dark brown flat sandals, white tote bag, dark brown flat sandals,"
0502,"female, white short-sleeved top, patterned skirt, white sandals, shoulder bag"
0503,"male, gray t-shirt, black pants, gray sneakers, sunglasses, no backpack, no hat, no visible accessories besides sunglasses"
0504,"male, white t-shirt, light gray shorts, dark-colored sneakers, black backpack with gray accents"
0505,"male, white t-shirt, dark blue jeans, brown shoes, red and black shoulder bag, no glasses, no hat"
0506,"female, blue short-sleeved top, dark blue leggings, red sneakers, glasses, shoulder bag, ponytail"
0507,"male, polo shirt, light gray, jeans, dark gray sneakers, glasses, short dark hair, no backpack, no hat, no visible accessories besides glasses"
0508,"female, white short-sleeved top, black long skirt, black flat sandals, black shoulder bag, no visible glasses, no visible hat"
0509,"female, dark blue sleeveless dress, red high heels, dark-colored bag held in left hand, dark hair tied back, no visible glasses or hat, no backpack"
0510,"male, red short-sleeved shirt, dark blue shorts, dark brown sandals, no visible accessories, no glasses, no hat, no backpack"
0511,"male, t-shirt, light gray, shorts, light gray, sneakers, white socks, glasses, no backpack, no hat"
0512,"female, light-colored patterned dress, white, flat sandals, black shoulder bag"
0513,"male, black t-shirt, black shorts, flip-flops, black shoulder bag"
0514,"female, short-sleeved t-shirt, maroon skirt, flip-flops, no visible backpack, no visible glasses, no visible hat"
0515,"male, white t-shirt, gray shorts, flip-flops, black backpack, no glasses, no hat"
0516,"female, pink short-sleeved top, black shorts, sandals, brown shoulder bag"
0517,"male, t-shirt, maroon, shorts, gray, sneakers, backpack, black"
0518,"male, checkered short-sleeve shirt, dark gray shorts, flip-flops, backpack, glasses"
0519,"female, pink t-shirt, gray shorts, pink sneakers, no visible accessories, no hat, no glasses, no backpack"
0520,"male, orange t-shirt, dark green shorts, sandals, black cap, no visible backpack, no visible glasses, no visible accessories"
0521,"female, green long-sleeved top, dark gray capri pants, white flat sandals, black backpack with red accents, glasses"
0522,"male, brown t-shirt, khaki shorts, white sneakers, black backpack, no glasses, no hat"
0523,"male, black t-shirt, black shorts, dark-colored sneakers, black backpack, no visible glasses, no visible hat"
0524,"female, floral dress, white with blue pattern, flat shoes, no visible glasses, no visible hat, no visible backpack, carrying red bag"
0525,"male, white t-shirt with Chinese character, dark pants, dark shoes, no visible accessories, no hat, no glasses, no backpack"
0526,"male, short-sleeved shirt, teal, shorts, olive green, sandals, backpack, black and white with yellow and red branding, no glasses, no hat"
0527,"female, button-up blouse, beige, loose-fitting pants, beige, sandals, no visible accessories, no glasses, no hat"
0528,"male, red tank top, gray shorts, dark-colored shoes, no visible accessories, no glasses, no hat, no backpack"
0529,"male, short-sleeved shirt, dark gray, dark gray pants, white sneakers, gray hair, no visible glasses, no visible backpack, no visible hat"
0530,"male, t-shirt, light gray, jeans, light gray, sneakers, no visible accessories"
0531,"female, light green short-sleeved t-shirt, dark denim shorts, light-colored flat shoes, black backpack with white pattern, dark hair tied back, no visible glasses or hat"
0532,"female, white t-shirt, camouflage shorts, light green sneakers, teal backpack, dark hair, no visible glasses, no visible hat"
0533,"male, t-shirt, purple, shorts, black, sneakers, green, no backpack, no glasses, no hat"
0534,"female, striped polo shirt, dark pants, flat shoes, cap, glasses"
0535,"male, gray t-shirt, beige shorts, black sandals, black shoulder bag"
0536,"female, sleeveless top, light gray, capri pants, light gray, flat sandals, long dark hair, no visible accessories"
0537,"male, short-sleeved shirt, light gray, trousers, light gray, shoes, no visible accessories"
0538,"female, short-sleeved shirt, yellow, skirt, black, flip-flops, glasses"
0539,"male, red short-sleeved shirt, light gray pants, black shoes, no visible backpack, no visible glasses, no visible hat"
0540,"male, dark green short-sleeved shirt, light gray pants, dark-colored shoes, no visible backpack, no visible glasses, no visible hat"
0541,"male, t-shirt, blue, shorts, gray, sneakers, lanyard, ID badge"
0542,"female, black short-sleeved t-shirt, grey shorts, yellow sneakers, grey baseball cap, patterned backpack, no visible glasses"
0543,"female, short-sleeved button-up shirt, light pink, black trousers, dark-colored flat shoes, dark hair tied back in a ponytail, no visible accessories, no glasses, no hat, no backpack"
0544,"female, short-sleeved button-up shirt, light pink, loose-fitting pants, dark black, barefoot, no visible accessories, no backpack, no glasses, no hat"
0545,"female, light blue short-sleeved top, white short skirt, red flat shoes, black shoulder bag, dark hair, no glasses, no hat"
0546,"female, striped dress, black top, green backpack, no visible footwear, no visible glasses, no visible hat"
0547,"male, green t-shirt, grey shorts, dark-colored sneakers, black backpack, no visible glasses, no visible hat"
0548,"female, light gray long-sleeved top, white pleated skirt, brown sandals, pink shoulder bag, blue shoulder bag, no glasses, no hat"
0549,"female, green short-sleeved top, black patterned skirt, dark-colored flat shoes, shoulder bag, no visible glasses or hat"
0550,"male, black short-sleeved t-shirt with gray and white accents, black shorts, teal athletic shoes, teal backpack, no visible glasses or hat"
0551,"female, sleeveless top, white, shorts, yellow, sandals, white tote bag, no visible backpack, no visible glasses, no visible hat"
0552,"male, polo shirt, dark blue, shorts, light gray, sneakers, red and white, backpack, black, glasses, none"
0553,"male, purple short-sleeved polo shirt, black shorts, black shoes, backpack, glasses"
0554,"male, pink short-sleeved shirt, dark blue shorts, flip-flops, no visible accessories, no glasses, no hat"
0555,"male, polo shirt, orange and dark blue, shorts, dark blue, sneakers, backpack, no glasses, no hat"
0556,"female, dark blue short-sleeved top, black skirt, white sneakers, red shoulder bag, long brown hair, no visible glasses or hat"
0557,"male, t-shirt, shorts, blue, white, dark blue, sneakers, no accessories, no glasses, no hat"
0558,"female, light pink short-sleeved top, light green shorts, light blue flats, black shoulder bag, no glasses, no hat"
0559,"female, white short-sleeved top, light pink patterned skirt, white sneakers, black shoulder bag, no visible glasses, no visible hat"
0560,"female, black tank top, green and black plaid shirt, dark blue denim capri pants, light brown flat sandals, no visible backpack, no visible glasses, no visible hat"
0561,"female, black sleeveless dress, white heels, gray handbag, no backpack, no glasses, no hat"
0562,"male, checkered short-sleeve shirt, blue denim shorts, flip-flops, dark hair, no visible glasses, no visible hat, no visible backpack"
0563,"male, short-sleeved polo shirt, light beige trousers, dark-colored slip-on shoes, balding head, no visible accessories, no glasses, no hat, no backpack"
0564,"female, short-sleeved shirt, light gray, shorts, light gray, sandals, shoulder bag, black"
0565,"female, white short-sleeved top, black capri pants, light-colored flat sandals, glasses, pink headband, dark green shoulder bag"
0566,"male, t-shirt, purple, sweatpants, gray, sneakers, no visible accessories, no glasses, no hat"
0567,"male, t-shirt, gray, shorts, black, yellow slippers, no visible accessories, no hat, no glasses, no backpack"
0568,"male, black t-shirt with pink graphic, dark blue denim shorts with white trim, flip-flops, glasses"
0569,"male, t-shirt, black shorts, sandals, black shoulder bag"
0570,"male, dark gray t-shirt with white graphic, dark gray knee-length shorts, brown slip-on shoes, no visible accessories, no glasses, no hat, no backpack"
0571,"female, black t-shirt, gray shorts, black sandals, dark-colored backpack, sunglasses"
0572,"male, short-sleeved polo shirt, light blue, khaki pants, dark brown shoes, glasses, dark hair, carrying orange shopping bag"
0573,"male, white sleeveless shirt, black shorts, sandals, no visible accessories, no glasses, no hat, no backpack"
0574,"female, white t-shirt, light gray pants, light-colored sneakers, long dark hair, no visible accessories, no backpack, no glasses, no hat"
0575,"male, white t-shirt, dark gray pants, white sneakers, crossbody bag, no visible glasses, no visible hat"
0576,"male, short-sleeved shirt, light gray with darker gray stripes, track pants, black with white stripes, sneakers, no visible accessories, no glasses, no hat, no backpack"
0577,"female, t-shirt, green, pants, brown shoes, backpack"
0578,"male, light blue button-up shirt, dark gray pants, dark shoes, no visible accessories, no glasses, no hat, no backpack"
0579,"female, short-sleeved dress, gray, flat shoes, dark hair in a bun, carrying a yellow bag, no visible glasses or hat, no backpack"
0580,"female, white long-sleeved shirt, blue jeans, light pink slip-on shoes, green backpack, dark hair, no visible glasses or hat"
0581,"male, yellow t-shirt, dark blue jeans, black sneakers, black cap, blue plastic bag, no backpack, no glasses"
0582,"female, light green long-sleeved top, light brown shorts, beige flat shoes, no visible accessories, no backpack, no glasses, no hat"
0583,"male, short-sleeved t-shirt, red upper half, blue lower half, dark-colored pants, dark-colored shoes, backpack, no visible glasses, no visible hat"
0584,"male, short-sleeved shirt, white, dark trousers, light-colored sneakers, glasses, blue folder"
0585,"female, short-sleeved t-shirt, light green, capri pants, dark green, flip-flops, long dark hair, no visible accessories"
0586,"male, yellow t-shirt, light blue shorts, flip-flops, black shoulder bag"
0587,"female, striped short-sleeve top, dark blue jeans, white sneakers, black shoulder bag, glasses"
0588,"male, red t-shirt, black shorts, white socks, dark-colored shoes, backpack with green and black straps, no visible glasses, no visible hat"
0589,"male, white t-shirt, dark blue shorts, gray sneakers, black backpack, glasses"
0590,"female, short-sleeved top, gray, black skirt, yellow shoes, no visible accessories, no glasses, no hat, no backpack"
0591,"female, red dress, red dress, sandals, shoulder bag, shoulder bag, no glasses, no hat"
0592,"male, red t-shirt, olive green shorts, flip flops, black backpack, glasses"
0593,"male, black t-shirt with graphic design, light blue denim shorts, flip-flops, no visible accessories, dark hair, facial hair, walking"
0594,"female, denim dress, blue, sandals, no visible backpack, no visible glasses, no visible hat"
0595,"female, short-sleeved top, pink, skirt, blue, flat shoes, shoulder bag, dark hair, no glasses, no hat"
0596,"female, white short-sleeved shirt, black pants, light-colored sandals, orange backpack, no visible glasses or hat"
0597,"male, blue short-sleeved shirt, black shorts, dark-colored socks, sneakers, backpack, cap, glasses"
0598,"male, dark grey t-shirt, black shorts, green and white sneakers, blue backpack, sunglasses, green headband"
0599,"male, short-sleeved button-up shirt, light blue, black shorts, sandals, hat, glasses"
0600,"female, black vest, gray short-sleeved shirt, blue denim shorts, barefoot, red inner shirt visible, pink handbag, no visible backpack, no visible glasses, no visible hat"
0601,"male, purple t-shirt, black shorts, white sneakers, black shoulder bag, no visible glasses, no visible hat"
0602,"female, sleeveless vest, light beige shorts, brown sandals, shoulder bag, no glasses, no hat"
0603,"male, white short-sleeved shirt, gray shorts, light-colored sneakers, black backpack, dark hair, no visible glasses, no visible hat"
0604,"male, white t-shirt, black shorts with green stripe, red sneakers, black backpack, no glasses, no hat"
0605,"female, black sleeveless dress, black dress, orange shoulder bag, beige flat sandals, no visible glasses, no visible hat, no visible backpack"
0606,"male, white t-shirt, gray shorts, green sneakers, glasses"
0607,"female, t-shirt, white, jeans, black, sneakers, backpack, black"
0608,"male, dark blue t-shirt with red graphic, dark blue shorts, flip-flops, no visible accessories, no hat, no glasses, no backpack"
0609,"male, dark blue short-sleeved shirt, light beige shorts, light brown sandals, shoulder bag, no visible glasses, no visible hat"
0610,"male, white tank top, black shorts, gray sneakers, black cap, backpack"
0611,"female, white short-sleeved shirt, black capri pants, yellow shoes, black backpack, glasses"
0612,"male, t-shirt, gray, shorts, gray, sneakers, backpack, black"
0613,"male, gray t-shirt, khaki shorts, white sneakers, black backpack, glasses, dark hair"
0614,"male, black t-shirt, dark jeans, sneakers, glasses, no backpack, no hat"
0615,"male, red short-sleeved shirt, brown trousers, white sneakers, black briefcase"
0616,"male, yellow short-sleeved shirt, grey shorts, white rain boots, no visible accessories, no glasses, no hat"
0617,"male, yellow polo shirt, gray cargo pants, white rain boots, no visible backpack, no visible glasses, no visible hat"
0618,"male, black t-shirt, grey panel on shoulders, black shorts, flip-flops, red and black backpack, no visible glasses, no visible hat"
0619,"male, black t-shirt, blue jeans, white cap, dark-colored backpack, dark-colored shoes, no visible glasses"
0620,"male, black t-shirt, white shorts, barefoot, black cap, no visible backpack, no visible glasses"
0621,"male, short-sleeved vest, white, short-sleeved shirt, dark blue, light gray pants, dark shoes, no visible accessories, no hat, no glasses, no backpack"
0622,"female, short-sleeved blouse, peach, capri pants, white, sandals, visor hat"
0623,"male, striped short-sleeved shirt, dark shorts, sneakers, backpack, no visible glasses, no visible hat"
0624,"male, short-sleeved shirt, gray, khaki pants, dark-colored shoes, no visible accessories, no hat, no glasses, no backpack"
0625,"male, striped polo shirt, purple and white stripes, blue jeans, flip flops, no visible accessories, no backpack, no glasses, no hat"
0626,"female, white kurta, white salwar, white footwear, headscarf, glasses, shoulder bag"
0627,"male, white t-shirt, dark pants, barefoot, black cap"
0628,"female, gray t-shirt, neon yellow shorts, brown sandals, red shoulder bag"
0629,"female, t-shirt, blue, shorts, green, flat shoes, black, no visible backpack, no visible glasses, no visible hat"
0630,"female, black sleeveless top, black capri pants, barefoot, white scarf draped over shoulders, red shoulder bag, long dark hair, no visible glasses or hat"
0631,"female, pink sleeveless dress, light blue sun hat, white open cardigan, brown flat sandals, no visible backpack, no visible glasses"
0632,"male, dark blue short-sleeved shirt, beige shorts, barefoot, brown shoulder bag, no visible glasses or hat"
0633,"male, short-sleeved shirt, light gray, dark gray pants, dark gray shoes, no visible accessories, no hat, no glasses, no backpack"
0634,"male, tank top, black shorts, dark-colored sneakers, no visible backpack, no visible glasses, no visible hat"
0635,"male, white t-shirt, dark pants, blue sneakers, black backpack, glasses"
0636,"male, checkered short-sleeved shirt, dark trousers, white sneakers, no visible accessories, no hat, no glasses, no backpack"
0637,"female, dress, white with dark horizontal stripes, flat sandals, backpack, no glasses, no hat"
0638,"female, white short-sleeved dress with small dark polka dots, light brown flat sandals, no visible backpack, no visible glasses, no visible hat"
0639,"male, short-sleeved t-shirt, green, shorts, dark green, sneakers, no visible accessories, no glasses, no hat, no backpack"
0640,"female, light-colored short-sleeved dress, light beige or off-white, flat sandals, no visible accessories, no glasses, no hat, no backpack"
0641,"male, black t-shirt, black shorts, dark-colored sneakers, no visible accessories, no hat, no glasses, no backpack"
0642,"male, t-shirt, grey, shorts, grey, sneakers, red, backpack, dark purple, balding, no glasses, no hat"
0643,"male, black t-shirt, dark jeans, white sneakers, beard, no visible accessories, no hat, no glasses, no backpack"
0644,"female, white short-sleeved top, light gray shorts, barefoot, black backpack, holding green umbrella, no visible glasses or hat"
0645,"male, dark gray t-shirt, dark gray shorts, brown sandals, green and black backpack"
0646,"female, white t-shirt, teal graphic on front, dark blue jeans, pink sneakers, red backpack with black bottom, long dark hair in ponytail, carrying large beige tote bag, no visible glasses or hat"
0647,"male, t-shirt, beige, shorts, dark gray, sandals, cap, black"
0648,"female, white short-sleeved t-shirt, beige shorts, white sneakers, purple shoulder bag, no visible backpack, no visible glasses, no visible hat"
0649,"male, short-sleeved polo shirt, purple, loose-fitting pants, black, athletic sneakers with neon green accents, black cap, no visible accessories, no glasses, no backpack"
0650,"male, white t-shirt with graphic design, orange shorts, flip-flops, no visible accessories, no glasses, no hat, no backpack"
0651,"male, white t-shirt, dark pants, dark shoes, backpack, no glasses, no hat"
0652,"female, white t-shirt, black pants, gray sneakers, black backpack, short dark hair, no visible glasses"
0653,"female, checkered dress, yellow and white, flat sandals, shoulder bag, dark hair, no glasses, no hat"
